year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2023,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Handling Errors,288.1007597,1036782.271,0,288.1007597
2023,Foodservice,Caterers,Dry Goods,Other,Other,60.60959153,218114.4888,0,60.60959153
2023,Foodservice,Caterers,Dry Goods,Spoiled,Spoiled,289.8287595,1043000.788,0,289.8287595
2023,Foodservice,Caterers,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,548.8559233,1975156.508,548.8559233,548.8559233
2023,Foodservice,Caterers,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1503.536271,12311513.49,212.3653461,0
2023,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,117.4448745,961682.2583,16.58837362,117.4448745
2023,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,11.42198436,93527.45075,1.613285764,11.42198436
2023,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,273.0526145,2235856.234,38.56701968,273.0526145
2023,Foodservice,Caterers,Fresh Meat & Seafood,Other,Other,24.92680117,204109.9072,3.520758933,24.92680117
2023,Foodservice,Caterers,Fresh Meat & Seafood,Spoiled,Spoiled,536.4301363,4392489.216,75.76749142,536.4301363
2023,Foodservice,Caterers,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,892.594484,7308895.195,892.594484,892.594484
2023,Foodservice,Caterers,Frozen,Date Label Concerns,Date Label Concerns,38.12816123,115904.2531,0.404075311,0
2023,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Cooking Issues,6.363625639,19344.52784,0.067440546,6.363625639
2023,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Equipment Issues,2.258829063,6866.522983,0.023938659,2.258829063
2023,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Handling Errors,59.09676424,179645.8601,0.626296748,59.09676424
2023,Foodservice,Caterers,Frozen,Other,Other,12.45730334,37868.45188,0.132020233,12.45730334
2023,Foodservice,Caterers,Frozen,Spoiled,Spoiled,64.29524694,195448.5171,0.681389321,64.29524694
2023,Foodservice,Caterers,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,15.8911999,48307.01494,15.8911999,15.8911999
2023,Foodservice,Caterers,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Excess,Catering Overproduction,232796.04,2858724906,8472.630619,0
2023,Foodservice,Caterers,Prepared Foods,Excess,Overproduction,20775.95306,255127769.6,756.1424843,0
2023,Foodservice,Caterers,Prepared Foods,Excess,Plate Waste,80214.86406,985034924.6,2919.426436,0
2023,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Other,Other,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Caterers,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Caterers,Produce,Date Label Concerns,Date Label Concerns,651.5433598,2330598.485,143.6711991,0
2023,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Cooking Issues,154.3553182,552135.5797,34.03674264,154.3553182
2023,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Equipment Issues,2.513396331,8990.526254,0.554226606,2.513396331
2023,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Handling Errors,42.1540276,150786.761,9.295344051,42.1540276
2023,Foodservice,Caterers,Produce,Other,Other,24.77880948,88634.86209,5.463951429,24.77880948
2023,Foodservice,Caterers,Produce,Spoiled,Spoiled,406.6238151,1454510.791,89.66422609,406.6238151
2023,Foodservice,Caterers,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1449.956488,5186556.417,1449.956488,1449.956488
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1383.228978,1414173.985,0,0
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,18.60133696,19017.47813,0,18.60133696
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Other,Other,93.8814118,95981.68663,0,93.8814118
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Spoiled,Spoiled,287.7316211,294168.63,0,287.7316211
2023,Foodservice,Caterers,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,1.713750814,1752.090115,1.713750814,1.713750814
2023,Foodservice,Colleges & Universities,Breads & Bakery,Date Label Concerns,Date Label Concerns,944.6506067,4364351.312,0,0
2023,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,287.0133229,1326021.456,0,287.0133229
2023,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,25.93093342,119802.7107,0,25.93093342
2023,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,127.549164,589285.9828,0,127.549164
2023,Foodservice,Colleges & Universities,Breads & Bakery,Other,Other,31.33321122,144761.6087,0,31.33321122
2023,Foodservice,Colleges & Universities,Breads & Bakery,Spoiled,Spoiled,674.8691648,3117942.341,0,674.8691648
2023,Foodservice,Colleges & Universities,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,679.080171,3137397.482,679.080171,679.080171
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1168.93826,4635349.758,9.714152581,0
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,148.3525044,588282.3489,1.232844294,148.3525044
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,159.7769718,633585.3423,1.327784312,159.7769718
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,287.3501912,1139468.769,2.387947848,287.3501912
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Other,Other,102.6546347,407070.3754,0.853084221,102.6546347
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Spoiled,Spoiled,1795.752427,7120941.167,14.92312611,1795.752427
2023,Foodservice,Colleges & Universities,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,476.5161915,1889594.42,476.5161915,476.5161915
2023,Foodservice,Colleges & Universities,Dry Goods,Date Label Concerns,Date Label Concerns,3679.354428,13240817.01,0,0
2023,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Cooking Issues,898.4935818,3233390.348,0,898.4935818
2023,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Equipment Issues,231.1088242,831686.5662,0,231.1088242
2023,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Handling Errors,596.6594497,2147186.074,0,596.6594497
2023,Foodservice,Colleges & Universities,Dry Goods,Other,Other,41.50674433,149369.466,0,41.50674433
2023,Foodservice,Colleges & Universities,Dry Goods,Spoiled,Spoiled,2629.397639,9462359.132,0,2629.397639
2023,Foodservice,Colleges & Universities,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,1025.744522,3691325.685,1025.744522,1025.744522
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1510.168588,12365821.36,213.3021205,0
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,292.8318467,2397815.935,41.36071584,292.8318467
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,260.696082,2134676.357,36.82173469,260.696082
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,383.930369,3143764.475,54.22782758,383.930369
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Other,Other,124.0129068,1015463.746,17.5160682,124.0129068
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Spoiled,Spoiled,1685.570405,13802076.59,238.0765594,1685.570405
2023,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,2821.152062,23100641.02,2821.152062,2821.152062
2023,Foodservice,Colleges & Universities,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Other,Other,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Colleges & Universities,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Excess,Catering Overproduction,22344.12428,253719685.1,813.2162022,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Excess,Overproduction,39225.52407,445409607.2,1427.616107,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Excess,Plate Waste,99435.04122,1129094479,3618.946331,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Other,Other,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Colleges & Universities,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Colleges & Universities,Produce,Date Label Concerns,Date Label Concerns,1191.208367,4261003.316,262.6722105,0
2023,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Cooking Issues,99.64152333,356421.9938,21.9718564,99.64152333
2023,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Equipment Issues,18.36259153,65683.77586,4.049117385,18.36259153
2023,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Handling Errors,90.66169801,324300.7742,19.99172376,90.66169801
2023,Foodservice,Colleges & Universities,Produce,Other,Other,74.14112192,265205.9665,16.34878743,74.14112192
2023,Foodservice,Colleges & Universities,Produce,Spoiled,Spoiled,819.524187,2931473.094,180.7124897,819.524187
2023,Foodservice,Colleges & Universities,Produce,Trimmings & Byproducts,Trimmings & Byproducts,3462.81636,12386642.33,3462.81636,3462.81636
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,876.6259537,896237.455,0,0
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,20.95085627,21419.55987,0,20.95085627
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,12.41253603,12690.22398,0,12.41253603
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,27.87178545,28495.32113,0,27.87178545
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Other,Other,5.642061832,5768.283629,0,5.642061832
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Spoiled,Spoiled,230.1961227,235345.972,0,230.1961227
2023,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,2587.637625,2645527.148,2587.637625,2587.637625
2023,Foodservice,Corrections,Breads & Bakery,Date Label Concerns,Date Label Concerns,240.4796324,1111032.578,0,0
2023,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,73.06495957,337565.1801,0,73.06495957
2023,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,6.60123573,30498.16685,0,6.60123573
2023,Foodservice,Corrections,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,32.47018088,150014.4874,0,32.47018088
2023,Foodservice,Corrections,Breads & Bakery,Other,Other,7.976493173,36851.95161,0,7.976493173
2023,Foodservice,Corrections,Breads & Bakery,Spoiled,Spoiled,171.8013914,793734.3423,0,171.8013914
2023,Foodservice,Corrections,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,172.873387,798687.0361,172.873387,172.873387
2023,Foodservice,Corrections,Dairy & Eggs,Date Label Concerns,Date Label Concerns,297.576523,1180020.632,2.472931076,0
2023,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,37.76608564,149758.9924,0.313845077,37.76608564
2023,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,40.67441143,161291.7719,0.33801395,40.67441143
2023,Foodservice,Corrections,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,73.1507161,290074.4769,0.6078997,73.1507161
2023,Foodservice,Corrections,Dairy & Eggs,Other,Other,26.13278247,103627.8742,0.217169585,26.13278247
2023,Foodservice,Corrections,Dairy & Eggs,Spoiled,Spoiled,457.1445573,1812777.446,3.798979068,457.1445573
2023,Foodservice,Corrections,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,121.3066903,481033.9063,121.3066903,121.3066903
2023,Foodservice,Corrections,Dry Goods,Date Label Concerns,Date Label Concerns,936.6529742,3370713.768,0,0
2023,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Cooking Issues,228.7294421,823123.9326,0,228.7294421
2023,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Equipment Issues,58.83335563,211722.3853,0,58.83335563
2023,Foodservice,Corrections,Dry Goods,Mistakes & Malfunctions,Handling Errors,151.8915503,546608.9938,0,151.8915503
2023,Foodservice,Corrections,Dry Goods,Other,Other,10.56636872,38024.97348,0,10.56636872
2023,Foodservice,Corrections,Dry Goods,Spoiled,Spoiled,669.365555,2408832.037,0,669.365555
2023,Foodservice,Corrections,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,261.1237041,939700.496,261.1237041,261.1237041
2023,Foodservice,Corrections,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,384.4435015,3147966.194,54.30030442,0
2023,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,74.54618072,610411.8184,10.52919425,74.54618072
2023,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,66.36538158,543424.3962,9.373706172,66.36538158
2023,Foodservice,Corrections,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,97.73712454,800307.8808,13.8047739,97.73712454
2023,Foodservice,Corrections,Fresh Meat & Seafood,Other,Other,31.56995616,258506.5279,4.459064136,31.56995616
2023,Foodservice,Corrections,Fresh Meat & Seafood,Spoiled,Spoiled,429.0955285,3513593.578,60.60713144,429.0955285
2023,Foodservice,Corrections,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,718.1804638,5880728.41,718.1804638,718.1804638
2023,Foodservice,Corrections,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Corrections,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Corrections,Frozen,Other,Other,0,0,0,0
2023,Foodservice,Corrections,Frozen,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Corrections,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Excess,Overproduction,9985.63865,100772803.8,363.4281227,0
2023,Foodservice,Corrections,Prepared Foods,Excess,Plate Waste,56218.21105,567341454.1,2046.066318,0
2023,Foodservice,Corrections,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Other,Other,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Corrections,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Corrections,Produce,Date Label Concerns,Date Label Concerns,303.2458226,1084723.287,66.86844445,0
2023,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Cooking Issues,25.36573494,90734.31957,5.593373797,25.36573494
2023,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Equipment Issues,4.674563516,16721.11377,1.030783502,4.674563516
2023,Foodservice,Corrections,Produce,Mistakes & Malfunctions,Handling Errors,23.0797415,82557.22318,5.089291583,23.0797415
2023,Foodservice,Corrections,Produce,Other,Other,18.87409971,67513.46251,4.161909561,18.87409971
2023,Foodservice,Corrections,Produce,Spoiled,Spoiled,208.6262093,746264.8803,46.00396461,208.6262093
2023,Foodservice,Corrections,Produce,Trimmings & Byproducts,Trimmings & Byproducts,881.5288947,3153266.587,881.5288947,881.5288947
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,223.1626017,228155.1001,0,0
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,5.333457871,5452.775712,0,5.333457871
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,3.159858344,3230.549344,0,3.159858344
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,7.095318281,7254.05171,0,7.095318281
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Other,Other,1.436299247,1468.43152,0,1.436299247
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Spoiled,Spoiled,58.60100928,59912.00602,0,58.60100928
2023,Foodservice,Corrections,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,658.7347114,673471.6429,658.7347114,658.7347114
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Date Label Concerns,Date Label Concerns,8740.379215,47960210.46,0,0
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,585.8376589,3214608.512,0,585.8376589
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,34.11258335,187182.5737,0,34.11258335
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,1672.742186,9178671.235,0,1672.742186
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Other,Other,1233.568209,6768835.705,0,1233.568209
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Spoiled,Spoiled,5980.732502,32817476.5,0,5980.732502
2023,Foodservice,Full Service Restaurants,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,2179.324262,11958388.5,2179.324262,2179.324262
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Date Label Concerns,Date Label Concerns,24608.29539,90068907.99,204.5007375,0
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,655.8369401,2400431.077,5.450159622,655.8369401
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,220.7211138,807862.1203,1.834244503,220.7211138
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,312.4539334,1143613.734,2.596565865,312.4539334
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Other,Other,442.8480946,1620869.859,3.680172092,442.8480946
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Spoiled,Spoiled,8521.66262,31190167.15,70.81702583,8521.66262
2023,Foodservice,Full Service Restaurants,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,384.8560822,1408613.092,384.8560822,384.8560822
2023,Foodservice,Full Service Restaurants,Dry Goods,Date Label Concerns,Date Label Concerns,50874.10441,170394119.6,0,0
2023,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Cooking Issues,8911.153503,29846385.96,0,8911.153503
2023,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Equipment Issues,169.492157,567685.0178,0,169.492157
2023,Foodservice,Full Service Restaurants,Dry Goods,Mistakes & Malfunctions,Handling Errors,5513.869244,18467762.85,0,5513.869244
2023,Foodservice,Full Service Restaurants,Dry Goods,Other,Other,1159.987787,3885180.878,0,1159.987787
2023,Foodservice,Full Service Restaurants,Dry Goods,Spoiled,Spoiled,5546.940884,18578530.66,0,5546.940884
2023,Foodservice,Full Service Restaurants,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,10504.37978,35182625.13,10504.37978,10504.37978
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,28567.92842,245066068.1,4035.045993,0
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,2231.510362,19142706.55,315.1872551,2231.510362
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,217.023319,1861704.87,30.65322275,217.023319
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,5188.133931,44505697.6,732.7923369,5188.133931
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Other,Other,473.6214785,4062897.099,66.89615083,473.6214785
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Spoiled,Spoiled,10192.43635,87434421.66,1439.619591,10192.43635
2023,Foodservice,Full Service Restaurants,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,16959.73407,145486760,16959.73407,16959.73407
2023,Foodservice,Full Service Restaurants,Frozen,Date Label Concerns,Date Label Concerns,301.6221155,916888.8528,3.196536264,0
2023,Foodservice,Full Service Restaurants,Frozen,Mistakes & Malfunctions,Cooking Issues,50.34101215,153029.6039,0.533504881,50.34101215
2023,Foodservice,Full Service Restaurants,Frozen,Mistakes & Malfunctions,Equipment Issues,17.86901804,54319.3042,0.1893726,17.86901804
2023,Foodservice,Full Service Restaurants,Frozen,Mistakes & Malfunctions,Handling Errors,467.499362,1421132.376,4.954473122,467.499362
2023,Foodservice,Full Service Restaurants,Frozen,Other,Other,98.54653532,299567.6214,1.044378239,98.54653532
2023,Foodservice,Full Service Restaurants,Frozen,Spoiled,Spoiled,508.6232269,1546143.147,5.390296354,508.6232269
2023,Foodservice,Full Service Restaurants,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,125.7112113,382144.4196,125.7112113,125.7112113
2023,Foodservice,Full Service Restaurants,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Catering Overproduction,276510.7186,3671153167,10063.62987,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Overproduction,377644.9365,5011892130,13744.41787,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Excess,Plate Waste,4580167.234,60663793371,166695.5553,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Other,Other,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2023,Foodservice,Full Service Restaurants,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2023,Foodservice,Full Service Restaurants,Produce,Date Label Concerns,Date Label Concerns,12023.66349,41050772.85,2651.326464,0
2023,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Cooking Issues,2848.492546,9725223.975,628.1183497,2848.492546
2023,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Equipment Issues,46.3825335,158357.6293,10.22776782,46.3825335
2023,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Handling Errors,777.9157521,2655932.848,171.5374537,777.9157521
2023,Foodservice,Full Service Restaurants,Produce,Other,Other,457.2712813,1561199.672,100.8324501,457.2712813
2023,Foodservice,Full Service Restaurants,Produce,Spoiled,Spoiled,7503.887267,25619510.38,1654.674959,7503.887267
2023,Foodservice,Full Service Restaurants,Produce,Trimmings & Byproducts,Trimmings & Byproducts,26757.68025,91355139.34,26757.68025,26757.68025
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,23899.79732,31068020.83,0,0
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,321.398836,417795.4146,0,321.398836
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Other,Other,1622.107945,2108623.883,0,1622.107945
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Spoiled,Spoiled,4971.5033,6462597.402,0,4971.5033
2023,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,29.61064132,38491.70807,29.61064132,29.61064132
2023,Foodservice,Healthcare,Breads & Bakery,Date Label Concerns,Date Label Concerns,1309.487268,6049921.989,0,0
2023,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,81.50910033,376577.696,0,81.50910033
2023,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,21.15220614,97724.6592,0,21.15220614
2023,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,94.41487035,436203.2484,0,94.41487035
2023,Foodservice,Healthcare,Breads & Bakery,Other,Other,45.42363161,209860.3281,0,45.42363161
2023,Foodservice,Healthcare,Breads & Bakery,Spoiled,Spoiled,272.600275,1259432.175,0,272.600275
2023,Foodservice,Healthcare,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,124.9442296,577251.0054,124.9442296,124.9442296
2023,Foodservice,Healthcare,Dairy & Eggs,Date Label Concerns,Date Label Concerns,617.5133808,2448709.738,5.131681807,0
2023,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,35.04097156,138952.7271,0.291198737,35.04097156
