year,sector,sub_sector,sub_sector_category,food_type,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_not_fit_for_human_consumption,tons_inedible_parts,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,surplus_upstream_100_year_mtco2e_footprint,surplus_downstream_100_year_mtco2e_footprint,surplus_total_100_year_mtco2e_footprint,surplus_upstream_100_year_mtch4_footprint,surplus_downstream_100_year_mtch4_footprint,surplus_total_100_year_mtch4_footprint,gallons_water_footprint,meals_wasted
2024,Foodservice,Full Service Restaurants,Family Style,Dairy & Eggs,11595.74305,612510.5274,41175578.34,11389.14518,11409.62126,10536.12405,273.7817698,186.1217922,0,20.57263555,2.124393839,955.2149516,0,785.1519971,0,9607.923876,38.72996616,0,49624.36258,3762.007608,53386.37019,641.9064332,178.2802681,820.1867014,3299396529,19016035.43
2024,Foodservice,Full Service Restaurants,Family Style,Dry Goods,6949.028293,367061.6852,32206442.7,6825.219548,6837.490327,3135.957488,867.4472019,111.5379665,0,12.32864733,1.273094172,572.4355651,0,470.5212438,0,5757.77978,23.20986499,0,19295.41193,3994.353975,23289.7659,64.02984827,193.8097899,257.8396382,855607576.1,11395817.21
2024,Foodservice,Full Service Restaurants,Family Style,Fresh Meat & Seafood,7347.395371,388104.2374,58645936.59,7216.489039,7229.463266,5339.79306,2714.939151,117.9321056,0,13.03541193,1.346076865,605.2515896,0,497.4948242,0,6087.856131,24.54041736,0,107920.9056,4212.3893,112133.2949,1286.88537,203.7311299,1490.6165,8596899455,12049105.44
2024,Foodservice,Full Service Restaurants,Family Style,Frozen,412.0645516,21766.08043,1266639.509,404.7229215,405.450556,332.9110719,37.21416723,6.613995542,0,0.731066031,0.075492135,33.94437243,0,27.90104129,0,341.4257135,1.376302154,0,1634.962721,210.1968044,1845.159525,21.77422284,10.16877376,31.9429966,139319791.7,675750.9267
2024,Foodservice,Full Service Restaurants,Family Style,Prepared Foods,739557.9516,0,9973382006,735970.095,736454.8483,0,28911.50253,3103.10335,0,485.1485671,8.695268585,43783.46205,0,51336.26517,0,623923.2767,16918.39579,0,3322087.671,390657.4111,3712745.082,28639.18397,18118.95181,46758.13578,3.50511E+11,1227424747
2024,Foodservice,Full Service Restaurants,Family Style,Produce,5548.326968,293073.8171,18849994.41,5449.474096,5459.27148,4612.490658,3427.852322,89.05548825,0,9.843587269,1.016479201,457.0509068,0,375.6792455,0,4597.195964,18.53150029,0,12249.27506,1126.831967,13376.10703,28.09645436,51.14777594,79.2442303,249265295.8,9098785.8
2024,Foodservice,Full Service Restaurants,Family Style,Ready-To-Drink Beverages,3593.249235,189802.6694,5805253.9,3529.229395,3535.57445,809.0200653,3.449519266,57.67478501,0,6.374978012,0.658299904,295.9987454,0,243.3002181,0,2977.270622,12.00150958,0,17794.1676,2248.980141,20043.14774,95.16006491,108.813752,203.9738169,96300256.72,5892624.083
2024,Foodservice,Full Service Restaurants,Italian/Pizza,Breads & Bakery,2703.477656,142803.1406,20592976.73,2652.245233,2657.732617,1888.730595,359.6706673,45.74503851,0,5.50918056,0.479529349,257.1553015,0,206.5203854,0,2177.629755,10.46026195,0,4868.844916,2243.226307,7112.071223,13.682278,109.6916432,123.3739212,51951711.61,4429554.362
2024,Foodservice,Full Service Restaurants,Italian/Pizza,Dairy & Eggs,5305.993376,280273.2682,12495939.85,5205.441817,5216.211657,4821.131702,125.2773756,89.78171905,0,10.81261963,0.941150575,504.7070848,0,405.3282241,0,4273.935475,20.52988325,0,22692.5541,1681.651709,24374.20581,293.5341751,79.67554857,373.2097236,1509079237,8693686.096
2024,Foodservice,Full Service Restaurants,Italian/Pizza,Dry Goods,17445.05564,921483.0121,54096000.84,17114.46203,17149.87113,7872.604711,2177.666296,295.1845156,0,35.54975245,3.094316745,1659.376964,0,1332.638946,0,14051.85361,67.49819123,0,48409.52615,9757.835622,58167.36177,160.6400109,475.1224136,635.7624245,2147001317,28583118.55
